[2025-11-20 16:13:12] === 系统启动 ===
[2025-11-20 16:16:05] === 系统启动 ===
[2025-11-20 16:16:59] 📊 K线收盘 | Open: 3022.67 | Close: 3027.64 | RSI: 40.7
[2025-11-20 17:38:15] 💰 今日累计盈亏: -10.00U (止损线: -45.0U)
[2025-11-20 17:38:59] 📊 K线收盘 | Open: 3012.23 | Close: 3012.55 | RSI: 30.5
[2025-11-20 17:39:21] 🏁 交易结算 #2 | LONG | 投入: 10U | 盈亏: +8.0U | 🟢 赢
[2025-11-20 17:39:21] 💰 今日累计盈亏: -2.00U (止损线: -45.0U)
[2025-11-20 17:39:59] 📊 K线收盘 | Open: 3012.55 | Close: 3010.88 | RSI: 27.3
[2025-11-20 17:40:59] 📊 K线收盘 | Open: 3010.88 | Close: 3008.44 | RSI: 23.4
[2025-11-20 17:40:59] 👀 发现 LONG 机会 | RSI=23.4 | 巨型=False | 计划投入: 10U
[2025-11-20 17:40:59] 🚀 触发交易! 方向: LONG | 价格: 3008.45 | 金额: 10U | 结算时间: 17:50:59
[2025-11-20 17:41:59] 📊 K线收盘 | Open: 3008.44 | Close: 3009.71 | RSI: 29.1
[2025-11-20 17:42:59] 📊 K线收盘 | Open: 3009.72 | Close: 3008.64 | RSI: 27.2
[2025-11-20 17:43:59] 📊 K线收盘 | Open: 3008.65 | Close: 3011.08 | RSI: 37.0
[2025-11-20 17:44:59] 📊 K线收盘 | Open: 3011.07 | Close: 3009.95 | RSI: 34.7
[2025-11-20 17:45:59] 📊 K线收盘 | Open: 3009.96 | Close: 3009.79 | RSI: 34.4
[2025-11-20 17:46:59] 📊 K线收盘 | Open: 3009.79 | Close: 3000.98 | RSI: 22.0
[2025-11-20 17:46:59] ⚠️ 检测到巨型K线: 振幅 19.91 > 3 * 2.75 (且 > 15U)
[2025-11-20 17:47:59] 📊 K线收盘 | Open: 3000.98 | Close: 3003.18 | RSI: 28.9
[2025-11-20 17:48:59] 📊 K线收盘 | Open: 3003.18 | Close: 3001.9 | RSI: 27.4
[2025-11-20 17:49:59] 📊 K线收盘 | Open: 3001.91 | Close: 2999.86 | RSI: 25.1
[2025-11-20 17:50:59] 📊 K线收盘 | Open: 2999.85 | Close: 3000.74 | RSI: 27.9
[2025-11-20 17:50:59] 🏁 交易结算 #3 | LONG | 投入: 10U | 盈亏: -10.0U | 🔴 输
[2025-11-20 17:50:59] 💰 今日累计盈亏: -12.00U (止损线: -45.0U)
[2025-11-20 17:51:59] 📊 K线收盘 | Open: 3000.74 | Close: 3005.4 | RSI: 40.4
[2025-11-20 17:52:59] 📊 K线收盘 | Open: 3005.4 | Close: 3005.61 | RSI: 40.9
[2025-11-20 17:53:59] 📊 K线收盘 | Open: 3005.62 | Close: 3009.15 | RSI: 48.7
[2025-11-20 17:54:59] 📊 K线收盘 | Open: 3009.16 | Close: 3008.06 | RSI: 46.7
[2025-11-20 17:55:59] 📊 K线收盘 | Open: 3008.06 | Close: 3010.81 | RSI: 52.1
[2025-11-20 17:56:59] 📊 K线收盘 | Open: 3010.81 | Close: 3008.49 | RSI: 47.7
[2025-11-20 17:57:59] 📊 K线收盘 | Open: 3008.48 | Close: 3008.7 | RSI: 48.1
[2025-11-20 17:58:59] 📊 K线收盘 | Open: 3008.7 | Close: 3009.53 | RSI: 49.9
[2025-11-20 17:59:59] 📊 K线收盘 | Open: 3009.54 | Close: 3010.06 | RSI: 51.0
[2025-11-20 18:00:59] 📊 K线收盘 | Open: 3010.06 | Close: 3010.53 | RSI: 52.1
[2025-11-20 18:01:59] 📊 K线收盘 | Open: 3010.53 | Close: 3010.0 | RSI: 50.7
[2025-11-20 18:02:59] 📊 K线收盘 | Open: 3009.99 | Close: 3010.42 | RSI: 51.8
[2025-11-20 18:03:59] 📊 K线收盘 | Open: 3010.43 | Close: 3003.2 | RSI: 37.3
[2025-11-20 18:04:59] 📊 K线收盘 | Open: 3003.21 | Close: 3005.07 | RSI: 41.8
[2025-11-20 18:06:00] 📊 K线收盘 | Open: 3005.07 | Close: 3001.7 | RSI: 36.7
[2025-11-20 18:06:59] 📊 K线收盘 | Open: 3001.7 | Close: 2999.89 | RSI: 34.2
[2025-11-20 18:07:59] 📊 K线收盘 | Open: 2999.9 | Close: 2998.79 | RSI: 32.8
[2025-11-20 18:08:59] 📊 K线收盘 | Open: 2998.79 | Close: 2998.81 | RSI: 32.9
[2025-11-20 18:09:59] 📊 K线收盘 | Open: 2998.82 | Close: 2995.0 | RSI: 28.1
[2025-11-20 18:10:59] 📊 K线收盘 | Open: 2995.0 | Close: 2996.34 | RSI: 31.8
[2025-11-20 18:11:59] 📊 K线收盘 | Open: 2996.35 | Close: 2993.62 | RSI: 28.6
[2025-11-20 18:12:59] 📊 K线收盘 | Open: 2993.62 | Close: 2998.73 | RSI: 40.8
[2025-11-20 18:13:59] 📊 K线收盘 | Open: 2998.72 | Close: 2998.39 | RSI: 40.3
[2025-11-20 18:14:59] 📊 K线收盘 | Open: 2998.39 | Close: 2998.01 | RSI: 39.7
[2025-11-20 18:15:59] 📊 K线收盘 | Open: 2998.01 | Close: 2998.14 | RSI: 40.0
[2025-11-20 18:16:59] 📊 K线收盘 | Open: 2998.14 | Close: 3000.59 | RSI: 45.8
[2025-11-20 18:17:59] 📊 K线收盘 | Open: 3000.59 | Close: 3000.16 | RSI: 45.0
[2025-11-20 18:18:59] 📊 K线收盘 | Open: 3000.15 | Close: 3003.9 | RSI: 52.8
[2025-11-20 18:19:59] 📊 K线收盘 | Open: 3003.9 | Close: 3005.69 | RSI: 56.1
[2025-11-20 18:20:59] 📊 K线收盘 | Open: 3005.69 | Close: 3007.05 | RSI: 58.4
[2025-11-20 18:21:59] 📊 K线收盘 | Open: 3007.05 | Close: 3005.75 | RSI: 55.4
[2025-11-20 18:23:00] 📊 K线收盘 | Open: 3005.74 | Close: 3004.0 | RSI: 51.5
[2025-11-20 18:23:59] 📊 K线收盘 | Open: 3004.0 | Close: 3004.28 | RSI: 52.1
[2025-11-20 18:24:59] 📊 K线收盘 | Open: 3004.28 | Close: 3003.42 | RSI: 50.1
[2025-11-20 18:25:59] 📊 K线收盘 | Open: 3003.42 | Close: 3007.0 | RSI: 57.4
[2025-11-20 18:26:59] 📊 K线收盘 | Open: 3007.01 | Close: 3013.3 | RSI: 66.6
[2025-11-20 18:27:59] 📊 K线收盘 | Open: 3013.29 | Close: 3016.61 | RSI: 70.2
[2025-11-20 18:28:59] 📊 K线收盘 | Open: 3016.62 | Close: 3015.24 | RSI: 67.0
[2025-11-20 18:30:11] 📊 K线收盘 | Open: 3015.24 | Close: 3016.1 | RSI: 68.0
[2025-11-20 18:30:59] 📊 K线收盘 | Open: 3016.11 | Close: 3018.59 | RSI: 70.7
[2025-11-20 18:31:59] 📊 K线收盘 | Open: 3018.6 | Close: 3017.91 | RSI: 69.0
[2025-11-20 18:32:59] 📊 K线收盘 | Open: 3017.9 | Close: 3015.7 | RSI: 63.5
[2025-11-20 18:33:59] 📊 K线收盘 | Open: 3015.71 | Close: 3012.92 | RSI: 57.3
[2025-11-20 18:34:59] 📊 K线收盘 | Open: 3012.93 | Close: 3011.22 | RSI: 53.8
[2025-11-20 18:35:59] 📊 K线收盘 | Open: 3011.22 | Close: 3012.59 | RSI: 56.1
[2025-11-20 18:36:59] 📊 K线收盘 | Open: 3012.58 | Close: 3011.87 | RSI: 54.6
[2025-11-20 18:37:59] 📊 K线收盘 | Open: 3011.87 | Close: 3011.25 | RSI: 53.2
[2025-11-20 18:38:59] 📊 K线收盘 | Open: 3011.25 | Close: 3010.19 | RSI: 50.9
[2025-11-20 18:39:59] 📊 K线收盘 | Open: 3010.2 | Close: 3006.35 | RSI: 43.5
[2025-11-20 18:40:59] 📊 K线收盘 | Open: 3006.35 | Close: 3008.79 | RSI: 48.6
[2025-11-20 18:41:59] 📊 K线收盘 | Open: 3008.78 | Close: 3006.01 | RSI: 43.7
[2025-11-20 18:42:59] 📊 K线收盘 | Open: 3006.01 | Close: 3007.99 | RSI: 47.8
[2025-11-20 18:43:59] 📊 K线收盘 | Open: 3008.0 | Close: 3008.41 | RSI: 48.6
[2025-11-20 18:44:59] 📊 K线收盘 | Open: 3008.4 | Close: 3007.92 | RSI: 47.6
[2025-11-20 18:45:59] 📊 K线收盘 | Open: 3007.92 | Close: 3005.52 | RSI: 43.1
[2025-11-20 18:47:01] 📊 K线收盘 | Open: 3005.51 | Close: 3007.66 | RSI: 47.9
[2025-11-20 18:47:59] 📊 K线收盘 | Open: 3007.67 | Close: 3006.67 | RSI: 46.0
[2025-11-20 18:48:59] 📊 K线收盘 | Open: 3006.66 | Close: 3007.5 | RSI: 47.8
[2025-11-20 18:49:59] 📊 K线收盘 | Open: 3007.51 | Close: 3008.05 | RSI: 49.1
[2025-11-20 18:50:59] 📊 K线收盘 | Open: 3008.05 | Close: 3009.53 | RSI: 52.4
[2025-11-20 18:51:59] 📊 K线收盘 | Open: 3009.53 | Close: 3009.95 | RSI: 53.3
[2025-11-20 18:52:59] 📊 K线收盘 | Open: 3009.96 | Close: 3012.27 | RSI: 58.2
[2025-11-20 18:53:59] 📊 K线收盘 | Open: 3012.28 | Close: 3011.81 | RSI: 56.9
[2025-11-20 18:54:59] 📊 K线收盘 | Open: 3011.81 | Close: 3011.81 | RSI: 56.9
[2025-11-20 18:55:59] 📊 K线收盘 | Open: 3011.81 | Close: 3013.48 | RSI: 60.6
[2025-11-20 18:56:59] 📊 K线收盘 | Open: 3013.48 | Close: 3012.47 | RSI: 57.4
[2025-11-20 18:57:59] 📊 K线收盘 | Open: 3012.47 | Close: 3012.6 | RSI: 57.7
[2025-11-20 18:58:59] 📊 K线收盘 | Open: 3012.6 | Close: 3015.0 | RSI: 63.0
[2025-11-20 18:59:59] 📊 K线收盘 | Open: 3015.0 | Close: 3014.1 | RSI: 60.0
[2025-11-20 19:00:59] 📊 K线收盘 | Open: 3014.11 | Close: 3014.85 | RSI: 61.6
[2025-11-20 19:01:59] 📊 K线收盘 | Open: 3014.85 | Close: 3015.32 | RSI: 62.6
[2025-11-20 19:03:59] 📊 K线收盘 | Open: 3015.44 | Close: 3012.82 | RSI: 54.3
[2025-11-20 19:04:59] 📊 K线收盘 | Open: 3012.83 | Close: 3012.43 | RSI: 53.1
[2025-11-20 19:06:59] 📊 K线收盘 | Open: 3008.61 | Close: 3007.82 | RSI: 41.4
[2025-11-20 19:07:59] 📊 K线收盘 | Open: 3007.82 | Close: 3011.83 | RSI: 51.4
[2025-11-20 19:08:59] 📊 K线收盘 | Open: 3011.84 | Close: 3009.37 | RSI: 46.2
[2025-11-20 19:09:59] 📊 K线收盘 | Open: 3009.38 | Close: 3011.54 | RSI: 50.9
[2025-11-20 19:10:59] 📊 K线收盘 | Open: 3011.54 | Close: 3010.6 | RSI: 48.9
[2025-11-20 19:11:59] 📊 K线收盘 | Open: 3010.6 | Close: 3014.59 | RSI: 56.7
[2025-11-20 19:12:59] 📊 K线收盘 | Open: 3014.59 | Close: 3011.25 | RSI: 49.9
[2025-11-20 19:13:59] 📊 K线收盘 | Open: 3011.25 | Close: 3010.75 | RSI: 48.9
[2025-11-20 19:14:59] 📊 K线收盘 | Open: 3010.74 | Close: 3011.95 | RSI: 51.3
[2025-11-20 19:15:59] 📊 K线收盘 | Open: 3011.95 | Close: 3010.29 | RSI: 48.0
[2025-11-20 19:16:59] 📊 K线收盘 | Open: 3010.29 | Close: 3008.83 | RSI: 45.2
[2025-11-20 19:18:00] 📊 K线收盘 | Open: 3008.83 | Close: 3009.42 | RSI: 46.5
[2025-11-20 19:18:59] 📊 K线收盘 | Open: 3009.42 | Close: 3011.23 | RSI: 50.6
[2025-11-20 19:19:59] 📊 K线收盘 | Open: 3011.22 | Close: 3015.29 | RSI: 58.2
[2025-11-20 19:20:59] 📊 K线收盘 | Open: 3015.3 | Close: 3015.21 | RSI: 58.0
[2025-11-20 19:21:59] 📊 K线收盘 | Open: 3015.21 | Close: 3013.76 | RSI: 54.5
[2025-11-20 19:22:59] 📊 K线收盘 | Open: 3013.77 | Close: 3011.0 | RSI: 48.6
[2025-11-20 19:23:59] 📊 K线收盘 | Open: 3011.0 | Close: 3008.0 | RSI: 43.0
[2025-11-20 19:24:59] 📊 K线收盘 | Open: 3008.01 | Close: 3009.01 | RSI: 45.3
[2025-11-20 19:25:59] 📊 K线收盘 | Open: 3009.01 | Close: 3007.88 | RSI: 43.2
[2025-11-20 19:26:59] 📊 K线收盘 | Open: 3007.88 | Close: 3005.37 | RSI: 39.0
[2025-11-20 19:27:59] 📊 K线收盘 | Open: 3005.37 | Close: 3001.03 | RSI: 33.0
[2025-11-20 19:28:59] 📊 K线收盘 | Open: 3001.03 | Close: 3002.78 | RSI: 37.2
[2025-11-20 19:29:59] 📊 K线收盘 | Open: 3002.78 | Close: 3003.57 | RSI: 39.0
[2025-11-20 19:30:59] 📊 K线收盘 | Open: 3003.57 | Close: 3004.83 | RSI: 42.0
[2025-11-20 19:31:59] 📊 K线收盘 | Open: 3004.83 | Close: 3004.63 | RSI: 41.7
[2025-11-20 19:32:59] 📊 K线收盘 | Open: 3004.63 | Close: 3005.79 | RSI: 44.5
[2025-11-20 19:33:59] 📊 K线收盘 | Open: 3005.8 | Close: 3006.6 | RSI: 46.5
[2025-11-20 19:34:59] 📊 K线收盘 | Open: 3006.59 | Close: 3006.49 | RSI: 46.2
[2025-11-20 19:35:59] 📊 K线收盘 | Open: 3006.49 | Close: 3014.28 | RSI: 61.4
[2025-11-20 19:36:59] 📊 K线收盘 | Open: 3014.28 | Close: 3012.05 | RSI: 56.5
[2025-11-20 19:37:59] 📊 K线收盘 | Open: 3012.04 | Close: 3013.0 | RSI: 58.0
[2025-11-20 19:38:59] 📊 K线收盘 | Open: 3013.01 | Close: 3011.85 | RSI: 55.5
[2025-11-20 19:39:59] 📊 K线收盘 | Open: 3011.86 | Close: 3015.49 | RSI: 61.3
[2025-11-20 19:40:59] 📊 K线收盘 | Open: 3015.48 | Close: 3016.4 | RSI: 62.6
[2025-11-20 19:41:59] 📊 K线收盘 | Open: 3016.39 | Close: 3015.53 | RSI: 60.5
[2025-11-20 19:42:59] 📊 K线收盘 | Open: 3015.53 | Close: 3019.14 | RSI: 65.7
[2025-11-20 19:43:59] 📊 K线收盘 | Open: 3019.14 | Close: 3018.71 | RSI: 64.6
[2025-11-20 19:44:59] 📊 K线收盘 | Open: 3018.7 | Close: 3018.14 | RSI: 63.1
[2025-11-20 19:45:59] 📊 K线收盘 | Open: 3018.15 | Close: 3017.5 | RSI: 61.4
[2025-11-20 19:46:59] 📊 K线收盘 | Open: 3017.5 | Close: 3017.99 | RSI: 62.2
[2025-11-20 19:47:59] 📊 K线收盘 | Open: 3017.99 | Close: 3018.17 | RSI: 62.6
[2025-11-20 19:48:59] 📊 K线收盘 | Open: 3018.16 | Close: 3018.75 | RSI: 63.6
[2025-11-20 19:49:59] 📊 K线收盘 | Open: 3018.75 | Close: 3017.68 | RSI: 60.2
[2025-11-20 19:50:59] 📊 K线收盘 | Open: 3017.67 | Close: 3019.87 | RSI: 64.4
[2025-11-20 19:51:59] 📊 K线收盘 | Open: 3019.86 | Close: 3019.05 | RSI: 61.8
[2025-11-20 19:52:59] 📊 K线收盘 | Open: 3019.03 | Close: 3018.54 | RSI: 60.1
[2025-11-20 19:53:59] 📊 K线收盘 | Open: 3018.54 | Close: 3022.34 | RSI: 67.2
[2025-11-20 19:54:59] 📊 K线收盘 | Open: 3022.34 | Close: 3022.09 | RSI: 66.4
[2025-11-20 19:55:59] 📊 K线收盘 | Open: 3022.09 | Close: 3021.59 | RSI: 64.6
[2025-11-20 19:56:59] 📊 K线收盘 | Open: 3021.6 | Close: 3022.21 | RSI: 65.8
[2025-11-20 19:57:59] 📊 K线收盘 | Open: 3022.2 | Close: 3022.45 | RSI: 66.3
[2025-11-20 19:58:59] 📊 K线收盘 | Open: 3022.46 | Close: 3023.05 | RSI: 67.5
[2025-11-20 19:59:59] 📊 K线收盘 | Open: 3023.04 | Close: 3022.13 | RSI: 63.7
[2025-11-20 20:00:59] 📊 K线收盘 | Open: 3022.14 | Close: 3022.03 | RSI: 63.3
[2025-11-20 20:01:59] 📊 K线收盘 | Open: 3022.04 | Close: 3021.71 | RSI: 61.9
[2025-11-20 20:02:59] 📊 K线收盘 | Open: 3021.72 | Close: 3022.59 | RSI: 64.2
[2025-11-20 20:03:59] 📊 K线收盘 | Open: 3022.6 | Close: 3019.79 | RSI: 53.1
[2025-11-20 20:04:59] 📊 K线收盘 | Open: 3019.8 | Close: 3021.0 | RSI: 56.6
[2025-11-20 20:05:59] 📊 K线收盘 | Open: 3021.0 | Close: 3018.71 | RSI: 49.2
[2025-11-20 20:06:59] 📊 K线收盘 | Open: 3018.72 | Close: 3022.11 | RSI: 58.0
[2025-11-20 20:07:59] 📊 K线收盘 | Open: 3022.11 | Close: 3021.74 | RSI: 56.8
[2025-11-20 20:08:59] 📊 K线收盘 | Open: 3021.74 | Close: 3022.0 | RSI: 57.5
[2025-11-20 20:09:59] 📊 K线收盘 | Open: 3022.0 | Close: 3022.54 | RSI: 58.9
[2025-11-20 20:10:59] 📊 K线收盘 | Open: 3022.54 | Close: 3024.5 | RSI: 63.5
[2025-11-20 20:12:01] 📊 K线收盘 | Open: 3024.5 | Close: 3024.97 | RSI: 64.5
[2025-11-20 20:12:59] 📊 K线收盘 | Open: 3024.97 | Close: 3023.22 | RSI: 58.0
[2025-11-20 20:13:59] 📊 K线收盘 | Open: 3023.22 | Close: 3013.61 | RSI: 36.2
[2025-11-20 20:14:59] 📊 K线收盘 | Open: 3013.62 | Close: 3011.1 | RSI: 32.8
[2025-11-20 20:15:59] 📊 K线收盘 | Open: 3011.1 | Close: 3011.0 | RSI: 32.7
[2025-11-20 20:16:59] 📊 K线收盘 | Open: 3011.0 | Close: 3013.8 | RSI: 40.0
